Invoice Number,Invoice Date,Sales Order#,Customer Name,Total with out GST,Total,Status,Salesperson Name,Account Type,Item Category
IV/BLR23-24/1974,31-10-2023,SO/BLR23-24/2343,OMKAR EARTHMOVER SOLUTIONS,"INR 90,700","INR 107,026",Overdue,Shreyash Patil,C1: TCP,-No Value-
IV/BLR23-24/1975,31-10-2023,SO/BLR23-24/2231,Sri Lakshmi Hydraulics (NANJUNGUD),"INR 2,98,852","INR 352,646",Overdue,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/1976,02-11-2023,SO/BLR23-24/2305,Hydrolinks,"INR 2,02,881","INR 239,400",Overdue,AVINASH,C1: TCP,-No Value-
IV/BLR23-24/1977,02-11-2023,SO/BLR23-24/2272,Aditya Construction Company,"INR 11,500","INR 13,570",Closed,Sangamesh,A1: Corporate,-No Value-
IV/BLR23-24/1978,02-11-2023,SO/BLR23-24/2350,M S JCB SPARES,"INR 26,000","INR 30,680",Closed,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1979,02-11-2023,SO/BLR23-24/2338,Aditya Construction Company,"INR 2,500","INR 2,950",Closed,Sangamesh,A1: Corporate,-No Value-
IV/BLR23-24/1980,02-11-2023,SO/BLR23-24/2354,SRI BHAIRAVESHWARA AUTOMOBILES (MYSORE),"INR 4,407","INR 5,200",Closed,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/1981,02-11-2023,SO/BLR23-24/2356,VINAYAKA ENTERPRISES,"INR 37,600","INR 44,368",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1982,02-11-2023,SO/BLR23-24/2348,AUM ENTERPRISES (TELANGANA),"INR 46,650","INR 55,047",Closed,Abrar,C1: TCP,-No Value-
IV/BLR23-24/1983,02-11-2023,SO/BLR23-24/2358,GOMATESH GRANITES,"INR 58,300","INR 68,794",Overdue,Murugan,B1: Zonal Corporate,-No Value-
IV/BLR23-24/1984,02-11-2023,SO/BLR23-24/2329,DHANVITHA ENTERPRISES,"INR 13,260","INR 15,648",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1985,03-11-2023,SO/BLR23-24/2333,DYNATRACK TECHNOLOGIES INDIA PRIVATE LIMITED,"INR 34,216","INR 40,375",Overdue,Murugan,B3: Stone Crushers,-No Value-
IV/BLR23-24/1986,03-11-2023,SO/BLR23-24/2355,MAHALAXMI EARTH MOVERS,"INR 45,100","INR 53,218",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1987,03-11-2023,SO/BLR23-24/2347,SREE VINAYAGA JCB HYDRAULIC,"INR 10,500","INR 12,390",Closed,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1988,03-11-2023,SO/BLR23-24/2352,SRI MARUTHI ENTERPRISES,"INR 86,000","INR 101,480",Closed,AVINASH,C1: TCP,-No Value-
IV/BLR23-24/1989,03-11-2023,SO/BLR23-24/2376,YANTRALIVE PARTS TECHENOLGY PVT LMD -PUNE,"INR 33,000","INR 38,940",Closed,HEMANTH,A1: Corporate,-No Value-
IV/BLR23-24/1990,03-11-2023,SO/BLR23-24/2375,YANTRALIVE PARTS TECHENOLGY PVT LMD -PUNE,"INR 8,21,338","INR 969,179",Closed,HEMANTH,A1: Corporate,-No Value-
IV/BLR23-24/1991,04-11-2023,SO/BLR23-24/2365,DYNATRACK TECHNOLOGIES INDIA PRIVATE LIMITED,"INR 95,355","INR 112,519",Overdue,Murugan,B3: Stone Crushers,-No Value-
IV/BLR23-24/1992,06-11-2023,SO/BLR23-24/2360,Narendra kumar .,"INR 3,800","INR 4,484",Closed,Chandrika,C2: Service Workshop,-No Value-
IV/BLR23-24/1993,06-11-2023,SO/BLR23-24/2344,AVM EARTH MOVING SPARES,"INR 56,500","INR 66,670",Overdue,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1994,06-11-2023,SO/BLR23-24/2353,NAGARAJ RAJU DASHAVANT..,"INR 4,915","INR 5,800",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1995,06-11-2023,SO/BLR23-24/2202,SHRI MANJUNATHA ENTERPRISES,"INR 68,400","INR 80,712",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1996,06-11-2023,SO/BLR23-24/2349,PRASAD AUTOMOTIVE & MINING SOLUTIONS PRIVATE LIMITED,"INR 39,500","INR 46,610",Closed,Abrar,C1: TCP,-No Value-
IV/BLR23-24/1997,06-11-2023,SO/BLR23-24/2361,"Shiva Hydraulics,Bellary","INR 1,25,300","INR 147,854",Overdue,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1998,06-11-2023,SO/BLR23-24/2393,DYNATRACK TECHNOLOGIES INDIA PRIVATE LIMITED,"INR 4,500","INR 5,310",Overdue,Murugan,B3: Stone Crushers,-No Value-
IV/BLR23-24/1999,06-11-2023,SO/BLR23-24/2367,A. SATHYARAJ AGENCIES,"INR 1,710","INR 2,018",Closed,Sweta Bhende,D1: Retail (Individual Owners),-No Value-
IV/BLR23-24/2000,06-11-2023,SO/BLR23-24/2370,DYNATRACK TECHNOLOGIES INDIA PRIVATE LIMITED,"INR 34,216","INR 40,375",Overdue,Murugan,B3: Stone Crushers,-No Value-
IV/BLR23-24/2001,06-11-2023,SO/BLR23-24/2218,HYDRO PARTS,"INR 60,658","INR 71,577",Overdue,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/2002,06-11-2023,SO/BLR23-24/2371,MARUTI CONSTRUCTION,"INR 6,750","INR 7,965",Closed,Prajwal P K,B1: Zonal Corporate,-No Value-
IV/BLR23-24/2003,06-11-2023,SO/BLR23-24/2359,UJWAL DIESEL SALES AND SERVICE .,"INR 4,407","INR 5,200",Closed,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/2004,06-11-2023,SO/BLR23-24/2269,SRI MANJUNATHA SPARES(Chanpatna) .,"INR 4,237","INR 5,000",Overdue,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/2005,07-11-2023,SO/BLR23-24/2356,VINAYAKA ENTERPRISES,"INR 10,595","INR 12,503",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/2006,07-11-2023,SO/BLR23-24/2231,Sri Lakshmi Hydraulics (NANJUNGUD),"INR 91,800","INR 108,324",Overdue,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/2007,07-11-2023,SO/BLR23-24/2388,Bharath JCB spares,"INR 50,710","INR 59,838",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/2008,07-11-2023,SO/BLR23-24/2385,Vighnaraja Atomobiles and Hydraulics,"INR 31,801","INR 37,526",Overdue,Sidheshwar Chaugule,-No Value-,-No Value-
IV/BLR23-24/2009,07-11-2023,SO/BLR23-24/2355,MAHALAXMI EARTH MOVERS,"INR 10,595","INR 12,503",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/2010,07-11-2023,SO/BLR23-24/2218,HYDRO PARTS,"INR 4,408","INR 5,202",Overdue,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/2011,07-11-2023,SO/BLR23-24/2384,SHIVA SHAKTHI HYDROCARE,"INR 28,600","INR 33,748",Overdue,tousiff,C1: TCP,-No Value-
IV/BLR23-24/2012,07-11-2023,SO/BLR23-24/2377,Sri Vishnu Automobiles,"INR 48,655","INR 57,414",Closed,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/2013,07-11-2023,SO/BLR23-24/2387,NAGARAJ RAJU DASHAVANT..,"INR 12,800","INR 15,104",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/2014,07-11-2023,SO/BLR23-24/2382,PRASAD AUTOMOTIVE & MINING SOLUTIONS PRIVATE LIMITED,"INR 2,900","INR 3,422",Closed,Abrar,C1: TCP,-No Value-
IV/BLR23-24/2015,07-11-2023,SO/BLR23-24/2383,MOKSHITH ENTERPRISES,"INR 55,360","INR 65,325",Overdue,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/2016,07-11-2023,SO/BLR23-24/2408,SATVIK INFRA 55,"INR 6,364","INR 7,510",Closed,Prajwal P K,D1: Retail (Individual Owners),-No Value-
IV/BLR23-24/2017,07-11-2023,SO/BLR23-24/2380,JYOTIRLING HYDRAULIC,"INR 6,500","INR 7,670",Overdue,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/2018,08-11-2023,SO/BLR23-24/2406,NOBLE AUTOMOBILES,"INR 15,300","INR 18,054",Closed,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/2019,08-11-2023,SO/BLR23-24/2364,DYNATRACK TECHNOLOGIES INDIA PRIVATE LIMITED,"INR 15,500","INR 18,290",Overdue,Murugan,B3: Stone Crushers,-No Value-
IV/BLR23-24/2020,08-11-2023,SO/BLR23-24/2329,DHANVITHA ENTERPRISES,"INR 50,737","INR 59,870",Overdue,tousiff,C1: TCP,-No Value-
IV/BLR23-24/2021,08-11-2023,SO/BLR23-24/2404,SHRI BALAJI ENTERPRISES,"INR 49,576","INR 58,500",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/2022,08-11-2023,SO/BLR23-24/2412,SRI MANJUNATHA SPARES (RAMNAGARA),"INR 16,946","INR 19,996",Closed,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/2023,08-11-2023,SO/BLR23-24/2417,GK ENTERPRISE,"INR 26,265","INR 30,993",Closed,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/2024,08-11-2023,SO/BLR23-24/2415,UJWAL DIESEL SALES AND SERVICE .,"INR 3,305","INR 3,900",Closed,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/2025,08-11-2023,SO/BLR23-24/2410,Koojan Hydraulics,"INR 8,500","INR 10,030",Closed,Chandrika,C2: Service Workshop,-No Value-
IV/BLR23-24/2026,08-11-2023,SO/BLR23-24/2306,Vishwa Earthmovers,"INR 4,800","INR 5,664",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/2027,08-11-2023,SO/BLR23-24/2420,Sri Manjunatha Spares (Malavalli),"INR 17,285","INR 20,397",Closed,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/2028,08-11-2023,SO/BLR23-24/2423,SRI MARUTHI ENTERPRISES,"INR 60,610","INR 71,520",Closed,AVINASH,C1: TCP,-No Value-
IV/BLR23-24/2029,08-11-2023,SO/BLR23-24/2395,R. D. PATIL CONSTRUCTION COMPANY,"INR 16,633","INR 19,627",Overdue,Nitin,C1: TCP,-No Value-
IV/BLR23-24/2030,08-11-2023,SO/BLR23-24/2386,SAIKIRAN EARTH MOVERS,"INR 91,350","INR 107,793",Closed,Sweta Bhende,D1: Retail (Individual Owners),-No Value-
IV/BLR23-24/2031,08-11-2023,SO/BLR23-24/2383,MOKSHITH ENTERPRISES,"INR 3,950","INR 4,661",Overdue,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/2032,08-11-2023,SO/BLR23-24/2424,MAHAVEER DISTRIBUTORS,"INR 15,000","INR 17,700",Closed,HEMANTH,C2: Service Workshop,-No Value-
IV/BLR23-24/2033,08-11-2023,SO/BLR23-24/2363,PDR PROJECTS PRIVATE LIMITED,"INR 61,220","INR 72,240",Closed,Prajwal P K,B1: Zonal Corporate,-No Value-
IV/BLR23-24/2034,08-11-2023,SO/BLR23-24/2396,AMRUTHA CONSTRUCTIONS PRIVATE LIMITED,"INR 11,900","INR 14,042",Overdue,Prajwal P K,B1: Zonal Corporate,-No Value-
IV/BLR23-24/2035,09-11-2023,SO/BLR23-24/2178,AMRUTHA CONSTRUCTIONS PRIVATE LIMITED,"INR 28,101","INR 33,159",Overdue,Prajwal P K,B1: Zonal Corporate,-No Value-
IV/BLR23-24/2036,09-11-2023,SO/BLR23-24/2427,MAD ALLIEN STRUCTURAL INDIA PRIVATE LTD,"INR 1,85,000","INR 218,300",Closed,Chandrika,C2: Service Workshop,-No Value-
IV/BLR23-24/2037,09-11-2023,SO/BLR23-24/2411,Aditya Construction Company,"INR 15,500","INR 18,290",Closed,Sangamesh,A1: Corporate,-No Value-
IV/BLR23-24/2038,09-11-2023,SO/BLR23-24/2414,Aditya Construction Company,"INR 25,900","INR 30,562",Overdue,Sangamesh,A1: Corporate,-No Value-
IV/BLR23-24/2039,09-11-2023,SO/BLR23-24/2441,M/s ANIL ENTERPRISES,"INR 15,600","INR 18,408",Overdue,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/2041,09-11-2023,SO/BLR23-24/2231,Sri Lakshmi Hydraulics (NANJUNGUD),"INR 4,925","INR 5,812",Overdue,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/2042,09-11-2023,SO/BLR23-24/2230,M T R ENTERPRISES,"INR 9,850","INR 11,623",Overdue,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/2043,09-11-2023,SO/BLR23-24/2391,SS LUBRICANTS AND SPARES,"INR 38,205","INR 45,082",Closed,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/2044,09-11-2023,SO/BLR23-24/2436,SAH HYDRAULICS EARTH MOVING SPARES .,"INR 51,200","INR 60,416",Closed,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/2045,09-11-2023,SO/BLR23-24/2451,YANTRALIVE PARTS TECHNOLOGY-MUM,"INR 19,590","INR 23,117",Closed,HEMANTH,A1: Corporate,-No Value-
IV/BLR23-24/2046,09-11-2023,SO/BLR23-24/2437,SRI VENKATAGIRI ENTERPRISES,"INR 67,000","INR 79,060",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/2047,09-11-2023,SO/BLR23-24/2422,NATIONAL COLOURS,"INR 38,442","INR 45,362",Overdue,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/2048,09-11-2023,SO/BLR23-24/2452,YANTRALIVE PARTS TECHNOLOGY-MUM,"INR 17,960","INR 21,193",Closed,HEMANTH,A1: Corporate,-No Value-
IV/BLR23-24/2049,09-11-2023,SO/BLR23-24/2275,M/s N.D.Waddar & Co P.W.D.Class-1 Contractor,"INR 3,31,700","INR 391,406",Overdue,Sangamesh,B2: Class 1 Contractors,-No Value-
IV/BLR23-24/2050,09-11-2023,SO/BLR23-24/2435,M/s N.D.Waddar & Co P.W.D.Class-1 Contractor,"INR 4,36,350","INR 514,893",Overdue,Sangamesh,B2: Class 1 Contractors,-No Value-
IV/BLR23-24/2051,09-11-2023,SO/BLR23-24/2274,M/s N.D.Waddar & Co P.W.D.Class-1 Contractor,"INR 40,000","INR 47,200",Overdue,Sangamesh,B2: Class 1 Contractors,-No Value-
IV/BLR23-24/2052,09-11-2023,SO/BLR23-24/2454,YANTRALIVE PARTS TECHNOLOGY-MUM,"INR 17,49,983","INR 2,064,980",Closed,HEMANTH,A1: Corporate,-No Value-
IV/BLR23-24/2053,10-11-2023,SO/BLR23-24/2422,NATIONAL COLOURS,"INR 7,250","INR 8,555",Overdue,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/2054,10-11-2023,SO/BLR23-24/2392,Annapoorneshwari Automobiles,"INR 13,000","INR 15,340",Closed,AVINASH,C1: TCP,-No Value-
IV/BLR23-24/2055,10-11-2023,SO/BLR23-24/2444,HYDRO FLEXIBLES,"INR 41,500","INR 48,970",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/2056,10-11-2023,SO/BLR23-24/2439,SRI MATHA ENTERPRISES (MANDYA),"INR 24,892","INR 29,373",Closed,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/2057,10-11-2023,SO/BLR23-24/2432,J K Earth Moving Spares,"INR 15,428","INR 18,206",Closed,AVINASH,C1: TCP,-No Value-
IV/BLR23-24/2058,10-11-2023,SO/BLR23-24/2320,A. A. SOLUTIONS GOA,"INR 1,49,000","INR 175,820",Overdue,Murugan,C3: Retailer,-No Value-
IV/BLR23-24/2060,10-11-2023,SO/BLR23-24/2450,Annapoorneshwari Automobiles,"INR 12,500","INR 14,750",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/2061,10-11-2023,SO/BLR23-24/2405,SHRI MANJUNATHA ENTERPRISES,"INR 1,09,200","INR 128,856",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/2062,10-11-2023,SO/BLR23-24/2462,SRI VENKATAGIRI ENTERPRISES,"INR 4,750","INR 5,605",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/2063,10-11-2023,SO/BLR23-24/2461,BrundavanAutomobiles,"INR 12,288","INR 14,500",Overdue,tousiff,C1: TCP,-No Value-
IV/BLR23-24/2064,11-11-2023,SO/BLR23-24/2429,GDR LUBRICANTS AND AUTOMOBILES,"INR 4,724","INR 5,575",Closed,AVINASH,C1: TCP,-No Value-
IV/BLR23-24/2065,11-11-2023,SO/BLR23-24/2458,BDS Automobiles,"INR 9,366","INR 11,052",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/2066,11-11-2023,SO/BLR23-24/2463,Pooja Automobiles,"INR 36,610","INR 43,200",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/2067,11-11-2023,SO/BLR23-24/2457,BASAVESHWARA ENTERPRISES,"INR 31,186","INR 36,800",Closed,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/2068,11-11-2023,SO/BLR23-24/2475,AUM ENTERPRISES (TELANGANA),"INR 40,000","INR 47,200",Closed,Abrar,C1: TCP,-No Value-
IV/BLR23-24/2069,11-11-2023,SO/BLR23-24/2455,URMILLA ENTERPRISES PRIVATE LIMITED,"INR 36,736","INR 43,349",Closed,Murugan,A1: Corporate,-No Value-
IV/BLR23-24/2070,11-11-2023,SO/BLR23-24/2470,DTS Motors,"INR 5,510","INR 6,502",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/2071,11-11-2023,SO/BLR23-24/2466,PDR PROJECTS PRIVATE LIMITED,"INR 3,800","INR 4,484",Overdue,Prajwal P K,B1: Zonal Corporate,-No Value-
IV/BLR23-24/2072,11-11-2023,SO/BLR23-24/2361,"Shiva Hydraulics,Bellary","INR 22,500","INR 26,550",Overdue,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/2073,11-11-2023,SO/BLR23-24/2477,YANTRALIVE PARTS TECHNOLOGY-MUM,INR 849,"INR 1,002",Closed,HEMANTH,A1: Corporate,-No Value-
IV/BLR23-24/2074,13-11-2023,SO/BLR23-24/2379,A N HYDRAULICS,"INR 11,35,000","INR 1,339,300",Overdue,Nitin,C1: TCP,-No Value-
IV/BLR23-24/2075,15-11-2023,SO/BLR23-24/2390,T.V.K THIYAGARAJAN EARTH MOVERS,"INR 2,14,400","INR 252,992",Overdue,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/2076,15-11-2023,SO/BLR23-24/2440,Mr. SRI MANJUNATHA SPARES (KANAKPURA),"INR 99,167","INR 117,018",Overdue,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/2077,15-11-2023,SO/BLR23-24/2460,HK Shabaz Tractor Spares,"INR 8,814","INR 10,401",Overdue,tousiff,C1: TCP,-No Value-
IV/BLR23-24/2078,15-11-2023,SO/BLR23-24/2431,Star Lubricants &Star Crane Services,"INR 2,203","INR 2,600",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/2079,15-11-2023,SO/BLR23-24/2478,NAGARAJ RAJU DASHAVANT..,"INR 10,250","INR 12,095",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/2080,15-11-2023,SO/BLR23-24/2434,SLN Automobiles,"INR 28,644","INR 33,800",Overdue,tousiff,C1: TCP,-No Value-
IV/BLR23-24/2081,15-11-2023,SO/BLR23-24/2430,Sri Venkateshwara Spares & Services,"INR 31,100","INR 36,698",Overdue,tousiff,C1: TCP,-No Value-
IV/BLR23-24/2082,15-11-2023,SO/BLR23-24/2421,Royal Enterprises,"INR 4,20,000","INR 495,600",Closed,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/2083,15-11-2023,SO/BLR23-24/2443,T.V.K THIYAGARAJAN EARTH MOVERS,"INR 2,70,000","INR 318,600",Overdue,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/2084,15-11-2023,SO/BLR23-24/2473,VIJAY EQUIPMENTS,"INR 1,70,000","INR 200,600",Overdue,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/2085,15-11-2023,SO/BLR23-24/2428,Sri Rameshwara Enterprises,"INR 1,93,805","INR 228,690",Overdue,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/2086,15-11-2023,SO/BLR23-24/2428,Sri Rameshwara Enterprises,"INR 1,22,881","INR 145,000",Overdue,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/2087,15-11-2023,SO/BLR23-24/2455,URMILLA ENTERPRISES PRIVATE LIMITED,"INR 3,384","INR 3,994",Overdue,Murugan,A1: Corporate,-No Value-
IV/BLR23-24/2088,15-11-2023,SO/BLR23-24/2469,SHANKARANARAYANA CONSTRUCTIONS PRIVATE LIMITED,"INR 23,754","INR 28,030",Overdue,Bhuvi,A1: Corporate,-No Value-
IV/BLR23-24/2089,15-11-2023,SO/BLR23-24/2304,SHREE LAKSHMI ENTERPRISES,"INR 61,440","INR 72,500",Overdue,AVINASH,C1: TCP,-No Value-
IV/BLR23-24/2090,15-11-2023,SO/BLR23-24/2459,Sri Vishnu Automobiles,"INR 15,600","INR 18,408",Closed,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/2091,15-11-2023,SO/BLR23-24/2464,MEK-ROK Engineering Equipments,"INR 2,52,500","INR 297,950",Overdue,Abrar,C1: TCP,-No Value-
IV/BLR23-24/2092,15-11-2023,SO/BLR23-24/2428,Sri Rameshwara Enterprises,"INR 1,22,881","INR 145,000",Overdue,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/2093,15-11-2023,SO/BLR23-24/2416,POWER TUNE,"INR 3,89,020","INR 459,044",Overdue,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/2094,15-11-2023,SO/BLR23-24/2416,POWER TUNE,"INR 20,000","INR 23,600",Overdue,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/2095,15-11-2023,SO/BLR23-24/2446,Shiv Hydraulics,"INR 70,746","INR 83,481",Overdue,Shreetej Tirodkar,C1: TCP,-No Value-
IV/BLR23-24/2096,15-11-2023,SO/BLR23-24/2374,Malganga Hydraulics,"INR 56,900","INR 67,142",Overdue,Sidheshwar Chaugule,C1: TCP,-No Value-
IV/BLR23-24/2097,15-11-2023,SO/BLR23-24/2373,Malganga Hydraulics,"INR 34,565","INR 40,787",Overdue,Sidheshwar Chaugule,C1: TCP,-No Value-
IV/BLR23-24/2100,16-11-2023,SO/BLR23-24/2413,Aditya Construction Company,"INR 1,580","INR 1,865",Overdue,Sangamesh,A1: Corporate,-No Value-
IV/BLR23-24/2101,16-11-2023,SO/BLR23-24/2468,OMKAR EARTHMOVER SOLUTIONS,"INR 1,62,970","INR 192,305",Overdue,Shreyash Patil,C1: TCP,-No Value-
IV/BLR23-24/2102,17-11-2023,SO/BLR23-24/2456,SSS Automobiles,"INR 34,376","INR 40,565",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/2103,17-11-2023,SO/BLR23-24/2479,Annapoorneshwari Automobiles,"INR 15,500","INR 18,290",Closed,AVINASH,C1: TCP,-No Value-
IV/BLR23-24/2104,17-11-2023,SO/BLR23-24/2464,MEK-ROK Engineering Equipments,"INR 42,250","INR 49,855",Overdue,Abrar,C1: TCP,-No Value-
IV/BLR23-24/2105,17-11-2023,SO/BLR23-24/2476,TALWAR HYDRAULICS,"INR 54,980","INR 64,877",Overdue,Sidheshwar Chaugule,C1: TCP,-No Value-
IV/BLR23-24/2106,17-11-2023,SO/BLR23-24/2491,LYNX GREEEN VENTURES,"INR 2,903","INR 3,426",Closed,Sweta Bhende,D1: Retail (Individual Owners),-No Value-
IV/BLR23-24/2107,17-11-2023,SO/BLR23-24/2502,YANTRALIVE PARTS TECHENOLGY PVT LMD -PUNE,"INR 4,772","INR 5,631",Closed,Aniket,A1: Corporate,-No Value-
IV/BLR23-24/2108,17-11-2023,SO/BLR23-24/2361,"Shiva Hydraulics,Bellary","INR 7,600","INR 8,968",Overdue,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/2109,17-11-2023,SO/BLR23-24/2472,Aditya Construction Company,"INR 21,000","INR 24,780",Overdue,Sangamesh,A1: Corporate,-No Value-
IV/BLR23-24/2110,17-11-2023,SO/BLR23-24/2486,S. S. S. EQUIPMENT TOOLS,"INR 45,990","INR 54,269",Closed,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/2111,17-11-2023,SO/BLR23-24/2446,Shiv Hydraulics,"INR 5,254","INR 6,200",Overdue,Shreetej Tirodkar,C1: TCP,-No Value-
IV/BLR23-24/2112,17-11-2023,SO/BLR23-24/2489,MNT ENTERPRISES,"INR 14,900","INR 17,582",Overdue,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/2113,18-11-2023,SO/BLR23-24/2373,Malganga Hydraulics,"INR 3,800","INR 4,484",Overdue,Sidheshwar Chaugule,C1: TCP,-No Value-
IV/BLR23-24/2114,18-11-2023,SO/BLR23-24/2374,Malganga Hydraulics,"INR 2,500","INR 2,950",Overdue,Sidheshwar Chaugule,C1: TCP,-No Value-
IV/BLR23-24/2115,18-11-2023,SO/BLR23-24/2449,D Y UPPAR & SONS,"INR 12,924","INR 15,250",Closed,Sangamesh,A1: Corporate,-No Value-
IV/BLR23-24/2116,18-11-2023,SO/BLR23-24/2500,Mr. SRI MANJUNATHA SPARES (KANAKPURA),"INR 4,500","INR 5,310",Overdue,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/2117,18-11-2023,SO/BLR23-24/2504,LYNX GREEEN VENTURES,"INR 7,327","INR 8,647",Closed,Sweta Bhende,D1: Retail (Individual Owners),-No Value-
IV/BLR23-24/2118,20-11-2023,SO/BLR23-24/2419,JAMIR S. SHAIKH,"INR 45,000","INR 53,100",Closed,Nitin,C1: TCP,-No Value-
IV/BLR23-24/2119,20-11-2023,SO/BLR23-24/2274,M/s N.D.Waddar & Co P.W.D.Class-1 Contractor,"INR 3,32,800","INR 392,704",Overdue,Sangamesh,B2: Class 1 Contractors,-No Value-
IV/BLR23-24/2120,20-11-2023,SO/BLR23-24/2494,MUNEER HEAVY EARTHMOVERS EQUIPMENT,"INR 11,200","INR 13,216",Overdue,Sangamesh,C3: Retailer,-No Value-
IV/BLR23-24/2121,20-11-2023,SO/BLR23-24/1940,D Y UPPAR & SONS,"INR 30,000","INR 35,400",Closed,Sangamesh,A1: Corporate,-No Value-
IV/BLR23-24/2122,20-11-2023,SO/BLR23-24/2275,M/s N.D.Waddar & Co P.W.D.Class-1 Contractor,"INR 5,12,500","INR 604,750",Overdue,Sangamesh,B2: Class 1 Contractors,-No Value-
IV/BLR23-24/2123,20-11-2023,SO/BLR23-24/1639,ABHIVRUDDI ENTERPRISES,"INR 5,820","INR 6,868",Closed,Basavaraj M Sambhoji,C1: TCP,Ground Engaging Tools
IV/BLR23-24/2124,20-11-2023,SO/BLR23-24/2512,SS LUBRICANTS AND SPARES,"INR 1,12,925","INR 133,252",Overdue,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/2125,21-11-2023,SO/BLR23-24/2516,T G GROUP,"INR 11,524","INR 13,599",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/2126,21-11-2023,SO/BLR23-24/2482,ASHOKA BUILDCON LIMITED -Karnataka,"INR 32,281","INR 38,092",Overdue,Murugan,A1: Corporate,-No Value-
IV/BLR23-24/2127,21-11-2023,SO/BLR23-24/2514,SRI NANJUNDESHWARA AUTOMOBILES SPERS AND TOOLS,"INR 8,800","INR 10,384",Closed,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/2128,21-11-2023,SO/BLR23-24/2499,Bharath JCB spares,"INR 59,595","INR 70,323",Closed,Sangamesh,C1: TCP,-No Value-
